instruction,input,output
Problem ka sahi jawab dijiye.,$(5-4i)-2(3+6i)$ का जटिल संख्या रूप क्या है?,"$(5-4i)-2(3+6i)$ को सरल बनाने के लिए, हम $2$ को वितरित करके $5-4i-6-12i$ प्राप्त करते हैं।
समान पदों को संयोजित करने पर, हमें $-1-16i$ प्राप्त होता है।
इसलिए, $(5-4i)-2(3+6i)$ का सम्मिश्र संख्या रूप $\boxed{-1-16i}$ है। उत्तर है: -1-16i"
Solve the given problem.,"सीन और सिएरा ने अपनी शादी में 200 मेहमानों को आमंत्रित किया। यदि 83% मेहमानों ने हाँ में जवाब दिया और x% मेहमानों ने नहीं में जवाब दिया, तो कितने मेहमानों ने बिल्कुल भी जवाब नहीं दिया?
यदि हम जानते हैं कि उपरोक्त प्रश्न का उत्तर 16 है, तो अज्ञात चर x का मान क्या है?","हम जानते हैं कि 83% मेहमानों ने हाँ में जवाब देकर RSVP किया, जिसका मतलब है कि 200 मेहमानों में से 83% (83/100)*200 = 166 मेहमान हैं।
हम यह भी जानते हैं कि x% मेहमानों ने नहीं में जवाब देकर RSVP किया, जिसका मतलब है कि 200 मेहमानों में से x% (x/100)*200 = 2x मेहमान हैं।
जवाब देने वाले मेहमानों की कुल संख्या उन मेहमानों का योग है जिन्होंने हाँ में जवाब दिया और जिन मेहमानों ने नहीं में जवाब दिया: 166 + 2x।
हमें दिया गया है कि जिन मेहमानों ने जवाब नहीं दिया उनकी कुल संख्या 16 है, इसलिए हम लिख सकते हैं: 200 - (166 + 2x) = 16.
बाएं पक्ष को सरल बनाने पर, हमें मिलता है: 200 - 166 - 2x = 16.
दोनों पक्षों से 166 घटाने पर, हमें मिलता है: 34 - 2x = 16.
दोनों पक्षों से 34 घटाने पर, हमें मिलता है: -2x = -18.
दोनों पक्षों को -2 से विभाजित करने पर, हमें मिलता है: x = 9.
x का मान 9 है.
#### 9
उत्तर है: 9"
Solve the mathematical problem as per the given question.,"सिल्विया की बेकरी $50.00 से ज़्यादा के एडवांस ऑर्डर पर 10% की छूट दे रही है। उसने $15.00 में 2 क्विच, $3.00 में 6 क्रोइसैन और $2.00 में 6 बटरमिल्क बिस्किट ऑर्डर किए हैं। छूट के साथ उसका ऑर्डर कितना होगा?","2 क्विच की कीमत $15.00 प्रति क्विच है 2 * $15.00 = $30.00
6 क्रोइसैन की कीमत $3.00 प्रति क्विच है 6 * $3.00 = $18.00
6 बटरमिल्क बिस्किट की कीमत $2.00 प्रति क्विच है 6 * $2.00 = $12.00
छूट से पहले ऑर्डर की कुल कीमत $30.00 + $18.00 + $12.00 = $60.00
$50.00 से अधिक के ऑर्डर पर छूट $60.00 का 10% है, जो $60.00 * 0.10 = $6.00 है
इसलिए छूट के साथ ऑर्डर की अंतिम कीमत $60.00 - $6.00 = $54.00 है
#### 54
उत्तर है: 54"
दिए गए प्रश्न को हल करें।,"ऊपरी मिट्टी की कीमत $\$6$ प्रति घन फुट है। 5 घन गज ऊपरी मिट्टी की कीमत, डॉलर में, क्या है?","1 क्यूबिक यार्ड में 27 क्यूबिक फीट होते हैं, इसलिए 5 क्यूबिक यार्ड $5 \times 27 = 135$ क्यूबिक फीट के बराबर है। इसलिए, 5 क्यूबिक यार्ड टॉपसॉइल की कीमत $135 \times \$6 = \boxed{\$810}$ है। उत्तर है: 810"
दिए गए गणितीय समस्या का समाधान प्रदान करें।,"एंथनी के अपार्टमेंट से काम की जगह की दूरी 10 मील है। जिम उसके अपार्टमेंट से कितनी दूर है, अगर यह उसके अपार्टमेंट से काम की जगह की आधी दूरी से 2 मील ज़्यादा है?","एंथनी के अपार्टमेंट से काम तक की आधी दूरी 10/2 = 5 मील है।
अगर जिम उसके अपार्टमेंट से काम तक की आधी दूरी से 2 मील ज़्यादा है, तो जिम 5 + 2 = 7 मील दूर है।
#### 7
जवाब है: 7"
गणित के सवाल का हल ढूंढें।,"जिमी अपने पिछवाड़े में इन्फ्लेटेबल स्विमिंग पूल में खेलना चाहता है। स्विमिंग पूल खाली है और गैरेज बंद है, इसलिए वह पूल को भरने के लिए नली का उपयोग नहीं कर सकता। वह एक 2 गैलन की बाल्टी ढूँढता है और गणना करता है कि नल से बाल्टी को भरने और उसे पूल तक ले जाने में 20 सेकंड लगते हैं जहाँ वह पानी डालता है। यदि पूल में 84 गैलन पानी है, तो जिमी को पूल भरने में कितने मिनट लगेंगे?","चूँकि जिमी को 2-गैलन की बाल्टी भरने में 20 सेकंड लगते हैं, इसलिए वह हर 20 सेकंड में पूल में 2 गैलन पानी भरता है।
पूरे पूल को भरने के लिए, जिसमें 84 गैलन पानी है, उसे इसे 84/2 = 42 बार भरना होगा।
चूँकि उसे बाल्टी भरने और पूल में डालने में 20 सेकंड लगते हैं, इसलिए उसे पूल भरने में 42 x 20 = 840 सेकंड लगेंगे।
चूँकि एक मिनट में 60 सेकंड होते हैं, इसलिए जिमी को पूल भरने में 840/60 = 14 मिनट लगेंगे।
#### 14
उत्तर है: 14"
Diye gaye maths problem ko solve karein.,"गैराज सेल में, टीश ने 4 आइटम खरीदे: एक लाल घोड़े की नाल वाला चुंबक, दो भरवां जानवर, और एक बड़ा स्टिकर जिस पर लिखा था, ""शिक्षक अपनी गणित की समस्याओं को स्वयं हल क्यों नहीं कर सकते?"" चुंबक की कीमत स्टिकर से तीन गुना अधिक थी, लेकिन x भरवां जानवरों की संयुक्त कीमत का केवल एक चौथाई। यदि चुंबक की कीमत $3 है, तो एक भरवां जानवर की कीमत डॉलर में कितनी होगी?
यदि हम जानते हैं कि उपरोक्त प्रश्न का उत्तर 6 है, तो अज्ञात चर x का मान क्या है?","हमें बताया गया है कि चुंबक की कीमत स्टिकर से तीन गुना ज़्यादा है, जिसका मतलब है कि स्टिकर की कीमत $3/3 = $1 है।
हमें यह भी बताया गया है कि चुंबक की कीमत x भरवां जानवरों की कीमत का एक चौथाई है, जिसका मतलब है कि भरवां जानवरों की कीमत $3 * 4 = $12 है।
अगर एक भरवां जानवर की कीमत $6 है, तो x भरवां जानवरों की कुल कीमत $6 * x = $12 है।
x का मान ज्ञात करने के लिए हम इस समीकरण को हल कर सकते हैं:
$6 * x = $12
दोनों पक्षों को $6 से विभाजित करने पर, हमें मिलता है:
x = 2
x का मान 2 है।
#### 2
उत्तर है: 2"
"Jo maths question diya gaya hai, uska solution dein.","कैसिडी को उसके रिपोर्ट कार्ड के बारे में झूठ बोलने के लिए x दिनों के लिए घर में कैद किया गया है, साथ ही B से नीचे प्रत्येक ग्रेड के लिए 3 अतिरिक्त दिन का कारावास दिया गया है। यदि कैसिडी को B से नीचे चार ग्रेड मिले हैं, तो उसे 26 दिनों के लिए घर में कैद किया गया है। अज्ञात चर x का मान क्या है?","इस समस्या को हल करने के लिए, हमें x का मान निर्धारित करने की आवश्यकता है, जो कैसिडी को उसके रिपोर्ट कार्ड के बारे में झूठ बोलने के लिए ग्राउंडेड किए गए दिनों की संख्या को दर्शाता है।
हम जानते हैं कि कैसिडी को B से नीचे चार ग्रेड मिले, इसलिए उसे उन प्रत्येक ग्रेड के लिए 3 अतिरिक्त दिनों के लिए ग्राउंडेड किया गया।
हम समीकरण को इस प्रकार सेट कर सकते हैं:
उसके रिपोर्ट कार्ड के बारे में झूठ बोलने के लिए ग्राउंडेड किए गए दिनों की संख्या + (B से नीचे ग्रेड की संख्या * प्रति ग्रेड अतिरिक्त दिनों की संख्या) = ग्राउंडेड किए गए दिनों की कुल संख्या
x + (4 * 3) = 26
चलिए x को सरल बनाते हैं और हल करते हैं:
x + 12 = 26
x को अलग करने के लिए, हम समीकरण के दोनों पक्षों से 12 घटाते हैं:
x + 12 - 12 = 26 - 12
x = 14
x का मान 14 है।
#### 14
उत्तर है: 14"
Given problem ko solve karke answer dein.,एक पुस्तकालय में बहुत सारी किताबें हैं। उनमें से 35% बच्चों के लिए हैं और 104 वयस्कों के लिए हैं। पुस्तकालय में कितनी किताबें हैं?,"यदि 35% पुस्तकें बच्चों के लिए हैं, तो 100% - 35% = 65% पुस्तकें वयस्कों के लिए हैं।
यदि 65% पुस्तकें वयस्कों के लिए हैं, और हम जानते हैं कि 104 पुस्तकें वयस्कों के लिए हैं, तो हम समीकरण 65% = 104 बना सकते हैं।
पुस्तकों की कुल संख्या ज्ञात करने के लिए, हमें 100% पुस्तकें ज्ञात करनी होंगी। हम समीकरण 100% = x (पुस्तकों की कुल संख्या) बना सकते हैं।
फिर हम क्रॉस गुणा करके x के लिए हल कर सकते हैं: 65% * x = 104 * 100।
समीकरण के दोनों पक्षों को 65% से विभाजित करने पर, हमें x = (104 * 100) / 65 = 160 मिलता है।
इसलिए, लाइब्रेरी में 160 पुस्तकें हैं।
#### 160
उत्तर है: 160"
Problem ka sahi jawab dijiye.,"यदि आपके परिवार के पुनर्मिलन में पांच दर्जन लोग शामिल हो रहे हैं और आपका परिवार सोडा के डिब्बे लाने के लिए जिम्मेदार है, जिसमें प्रत्येक डिब्बे में 10 डिब्बे हैं और प्रति डिब्बे की लागत 2 डॉलर है, और यह मानते हुए कि प्रत्येक व्यक्ति सोडा के 2 डिब्बे पीता है, यदि आपके परिवार में छह सदस्य हैं और आप लागत को समान रूप से विभाजित करने के लिए सहमत हैं, तो प्रत्येक परिवार के सदस्य को लागत में कितना योगदान देना चाहिए?","पाँच दर्जन लोगों का मतलब है कि परिवार के पुनर्मिलन में 5 x 12 = 60 लोग शामिल हो रहे हैं।
यदि प्रत्येक व्यक्ति सोडा के 2 डिब्बे पीता है, तो कुल 60 x 2 = 120 डिब्बे सोडा की आवश्यकता होगी।
चूँकि प्रत्येक डिब्बे में 10 डिब्बे होते हैं, तो 120 डिब्बे / 10 डिब्बे प्रति डिब्बा = 12 डिब्बे सोडा की आवश्यकता होगी।
यदि प्रत्येक डिब्बे की कीमत $2 है, तो सोडा की कुल लागत 12 डिब्बे x $2 प्रति डिब्बा = $24 है।
यदि परिवार के छह सदस्य हैं और आप लागत को समान रूप से विभाजित करने के लिए सहमत हैं, तो प्रत्येक परिवार के सदस्य को $24 / 6 = $4 का योगदान देना चाहिए।
इसलिए, प्रत्येक परिवार के सदस्य को सोडा की लागत में $4 का योगदान देना चाहिए।
#### 4
उत्तर है: 4"
Solve the given problem.,"यदि मिल्ड्रेड ने अपनी मां द्वारा दिए गए 100 डॉलर में से 25 डॉलर और कैंडिस ने 35 डॉलर खर्च कर दिए, तो उनके पास कितने पैसे बचेंगे?","मिल्ड्रेड ने $25 और कैंडिस ने $35 खर्च किए, इसलिए उन्होंने कुल $25 + $35 = $60 खर्च किए।
उनकी माँ ने उन्हें खर्च करने के लिए $100 दिए, इसलिए उनके पास $100 - $60 = $40 बचेंगे।
#### 40
उत्तर है: 40"
Provide the solution to the specified mathematics problem.,$2011 \cdot 2012 \cdot 2013 \cdot 2014$ मॉड्यूलो 5 की गणना करें।,"हम प्रत्येक कारक को 5 के मॉड्यूलो परिकलित करके और फिर परिणामों को गुणा करके इस मॉड्यूलो 5 की गणना कर सकते हैं।

\begin{align*}
2011 &\equiv 1 \pmod{5}, \\
2012 &\equiv 2 \pmod{5}, \\
2013 &\equiv 3 \pmod{5}, \\
2014 &\equiv 4 \pmod{5}.

\end{align*}
इसलिए, $2011 \cdot 2012 \cdot 2013 \cdot 2014 \equiv 1 \cdot 2 \cdot 3 \cdot 4 \equiv 24 \equiv \boxed{4} \pmod{5}$.
उत्तर है: 4"
Find the answer to the problem using the given details.,"एडम ने अपनी खरीदारी के लिए कुल कितनी राशि चुकाई, जिसमें 3 सैंडविच जिनकी कीमत 3 डॉलर प्रति सैंडविच थी और 2 डॉलर वाली पानी की एक बोतल शामिल थी?","एडम ने 3 सैंडविच $3 प्रति सैंडविच के हिसाब से खरीदे, इसलिए सैंडविच की कीमत 3 * $3 = $9 है।
उसने $2 में पानी की एक बोतल भी खरीदी।
इसलिए, एडम ने अपनी खरीदारी के लिए जो कुल राशि चुकाई वह $9 + $2 = $11 है।
#### 11
उत्तर है: 11"
Solve the mathematical problem as per the given question.,"कोरी ने $135 में एक आँगन की मेज़ और 4 कुर्सियाँ खरीदीं। आँगन की मेज़ की कीमत $55 थी। अगर हर कुर्सी की कीमत एक समान थी, तो हर कुर्सी की कीमत कितनी थी?","कोरी ने $135 में एक आँगन की मेज़ और 4 कुर्सियाँ खरीदीं, और आँगन की मेज़ की कीमत $55 थी।
4 कुर्सियों की कुल कीमत $135 - $55 = $80 है।
चूँकि प्रत्येक कुर्सी की कीमत समान है, इसलिए हम प्रत्येक कुर्सी की कीमत ज्ञात करने के लिए कुर्सियों की कुल कीमत को कुर्सियों की संख्या से विभाजित कर सकते हैं।
तो, प्रत्येक कुर्सी की कीमत $80 / 4 = $20 है।
#### 20
उत्तर है: 20"
दिए गए प्रश्न को हल करें।,$x$ के किस मान के लिए $\frac{3+x}{5+x}$ और $\frac{1+x}{2+x}$ बराबर होंगे?,"$x$ का मान ज्ञात करने के लिए जो $\frac{3+x}{5+x}=\frac{1+x}{2+x}$ बनाता है,
हम पहले क्रॉस-गुणा करके $(3+x)(2+x)=(5+x)(1+x)$ प्राप्त करते हैं।
दोनों पक्षों का विस्तार करने पर, हमारे पास $6+5x+x^2=5+6x+x^2$ है।
$x^2$ पद रद्द हो जाते हैं, और हमारे पास $6+5x=5+6x$ बचता है।
दोनों पक्षों से $5x$ घटाने पर, हमें $6=5+x$ मिलता है।
दोनों पक्षों से 5 घटाने पर, हमें $x=\boxed{1}$ मिलता है।
उत्तर है: 1"
दिए गए गणितीय समस्या का समाधान प्रदान करें।,"यदि जॉन को प्रतिदिन 20 टेक्स्ट संदेश प्राप्त होते थे और अब उसे प्रतिदिन 55 टेक्स्ट संदेश प्राप्त होते हैं, यह मानते हुए कि उसके मित्रों द्वारा भेजे जाने वाले टेक्स्ट संदेशों की संख्या में कोई परिवर्तन नहीं हुआ है, तो उसे प्रति सप्ताह कितने टेक्स्ट संदेश प्राप्त हो रहे हैं जो उसके लिए नहीं हैं?","जॉन को प्रतिदिन 20 टेक्स्ट संदेश प्राप्त होते थे, इसलिए एक सप्ताह में उसे 20 x 7 = 140 टेक्स्ट संदेश प्राप्त होंगे।
अब, जॉन को प्रतिदिन 55 टेक्स्ट संदेश प्राप्त होते हैं, इसलिए एक सप्ताह में उसे 55 x 7 = 385 टेक्स्ट संदेश प्राप्त होंगे।
उसके लिए अभिप्रेत नहीं किए गए टेक्स्ट संदेशों की संख्या ज्ञात करने के लिए, हम उसे वर्तमान में प्राप्त होने वाले टेक्स्ट संदेशों की कुल संख्या से उसे प्राप्त होने वाले टेक्स्ट संदेशों की संख्या घटाते हैं।
385 - 140 = 245
इसलिए, जॉन को प्रति सप्ताह 245 टेक्स्ट संदेश प्राप्त हो रहे हैं जो उसके लिए अभिप्रेत नहीं हैं।
#### 245
उत्तर है: 245"
गणित के सवाल का हल ढूंढें।,"निम्नलिखित व्यंजक को सरल कीजिए:

$$5x + X - x + 12$$
यदि ​​हम जानते हैं कि उपरोक्त प्रश्न का उत्तर 4x+18 है, तो अज्ञात चर X का मान क्या है?","दिए गए व्यंजक में, हमारे पास चर $x$ और चर $X$ वाले पद हैं।
व्यंजक को सरल बनाने के लिए, हम समान पदों को जोड़कर या घटाकर संयोजित कर सकते हैं।
पदों $5x$ और $-x$ का चर $x$ समान है, इसलिए हम उन्हें संयोजित कर सकते हैं:
$5x - x = 4x$
अब, हम सरलीकृत पदों के साथ व्यंजक को फिर से लिख सकते हैं:
$4x + X + 12$
यह देखते हुए कि सरलीकृत व्यंजक $4x + 18$ है, हम समीकरण लिख सकते हैं:
$4x + X + 12 = 4x + 18$
$X$ का मान ज्ञात करने के लिए, हमें इस समीकरण को हल करना होगा।
समीकरण के दोनों पक्षों से $4x$ घटाने पर, हमें मिलता है:
$X + 12 = 18$
समीकरण के दोनों पक्षों से 12 घटाने पर, हमें मिलता है:
$X = 6$
X का मान 6 है।
उत्तर है: 6"
Diye gaye maths problem ko solve karein.,"यदि बीट्राइस ने सुपरमार्केट से 20 पुस्तकें खरीदीं और पहली 5 पुस्तकों में से प्रत्येक के लिए 20 डॉलर का भुगतान किया, तथा 5 पुस्तकों के बाद प्रत्येक अतिरिक्त पुस्तक के लिए 2 डॉलर की छूट दी, तो उसने सुपरमार्केट में कुल कितनी राशि का भुगतान किया?","पहली 5 पुस्तकों के लिए, बीट्राइस ने प्रत्येक के लिए $20 का भुगतान किया, इसलिए उन पुस्तकों की कुल लागत 5 * $20 = $100 है।
शेष 15 पुस्तकों के लिए, उसे प्रत्येक पुस्तक के लिए $2 की छूट मिली, इसलिए उसने उन पुस्तकों में से प्रत्येक के लिए $20 - $2 = $18 का भुगतान किया।
शेष पुस्तकों की कुल लागत 15 * $18 = $270 है।
इसलिए, सुपरमार्केट में बीट्राइस द्वारा भुगतान की गई कुल राशि $100 + $270 = $370 है।
#### 370
उत्तर है: 370"
"Jo maths question diya gaya hai, uska solution dein.","$a * b$ को $2a - b^2$ के रूप में परिभाषित करें। यदि $a * 5 = 9$, तो $a$ का मान क्या है?","हमें दिया गया है कि $a * 5 = 9$.
$*$ की परिभाषा को प्रतिस्थापित करने पर, हमें $2a - 5^2 = 9$ मिलता है.
सरलीकरण करने पर, हमें $2a - 25 = 9$ मिलता है.
दोनों पक्षों में 25 जोड़ने पर, हमें $2a = 34$ मिलता है.
दोनों पक्षों को 2 से विभाजित करने पर, हमें $a = \boxed{17}$ मिलता है.
उत्तर है: 17"
Given problem ko solve karke answer dein.,"$\begin{pmatrix} 3 & 0 \\ 1 & X \end{pmatrix} + \begin{pmatrix} -5 & -7 \\ 4 & -9 \end{pmatrix}.$ ज्ञात करें।
यदि हम जानते हैं कि उपरोक्त प्रश्न का उत्तर \begin{pmatrix}-2&-7\5&-7\end{pmatrix} है, तो अज्ञात चर X का मान क्या है?","हमें अभिव्यक्ति दी गई है:
$\begin{pmatrix} 3 & 0 \\ 1 & X \end{pmatrix} + \begin{pmatrix} -5 & -7 \\ 4 & -9 \end{pmatrix}$
$X$ का मान ज्ञात करने के लिए, हम दिए गए उत्तर की तुलना अभिव्यक्ति से कर सकते हैं।
दिए गए उत्तर से, हम परिणामी मैट्रिक्स में तत्वों के मान निर्धारित कर सकते हैं।
परिणामी मैट्रिक्स के तत्वों की अभिव्यक्ति से तुलना करके, हम निम्नलिखित समीकरण बना सकते हैं:
$3 - 5 = -2$
$0 - 7 = -7$
$1 + 4 = 5$
$X + (-9) = -7$
इन समीकरणों को सरल बनाने पर हमें मिलता है:
$-2 = -2$
$-7 = -7$
$5 = 5$
$X - 9 = -7$
पहले तीन समीकरणों से, हम देखते हैं कि वे $X$ के किसी भी मान के लिए सत्य हैं।
हालाँकि, चौथा समीकरण हमें बताता है कि $X - 9 = -7$।
$X$ के लिए हल करने पर, हम पाते हैं:
$X = -7 + 9$
$X = 2$
$X$ का मान 2 है।
उत्तर है: 2"
Solve the given problem.,"अपने मित्र को 2/5 कुकीज़ देने के बाद, नील के पास कितनी कुकीज़ शेष बचती हैं, यदि उसने शुरू में 20 कुकीज़ बनाई थीं?","कुकीज़ का 2/5 मतलब नील ने 2/5 * 20 = 8 कुकीज़ दीं।
तो नील के पास 20 - 8 = 12 कुकीज़ बची हैं।
#### 12
उत्तर है: 12"
Provide the solution to the specified mathematics problem.,"इंडिगो रेस्टोरेंट को 18 ऑनलाइन ग्राहक समीक्षाएं प्राप्त होती हैं। उन्हें छह 5-सितारा समीक्षाएं, x 4-सितारा समीक्षाएं, चार 3-सितारा समीक्षाएं और एक 2-सितारा समीक्षा प्राप्त होती है। इन समीक्षाओं के आधार पर इंडिगो रेस्टोरेंट के लिए औसत स्टार रेटिंग 4 है। अज्ञात चर x का मान क्या है?","इस समस्या को हल करने के लिए, हमें x का मान निर्धारित करना होगा, जो इंडिगो रेस्तरां को प्राप्त 4-सितारा समीक्षाओं की संख्या को दर्शाता है। आइए दी गई जानकारी को विभाजित करें:
5-सितारा समीक्षाओं की संख्या: 6
4-सितारा समीक्षाओं की संख्या: x
3-सितारा समीक्षाओं की संख्या: 4
2-सितारा समीक्षाओं की संख्या: 1
औसत स्टार रेटिंग: 4
हम समीकरण को इस प्रकार सेट कर सकते हैं:
(6 * 5) + (x * 4) + (4 * 3) + (1 * 2) = 18 * 4
आइए x को सरल करें और हल करें:
30 + 4x + 12 + 2 = 72
x को अलग करने के लिए, हम समीकरण के दोनों पक्षों से 44 घटाते हैं:
4x + 44 - 44 = 72 - 44
4x = 28
x को हल करने के लिए, हम समीकरण के दोनों पक्षों को 4 से विभाजित करते हैं:
x = 28 / 4
x = 7
x का मान 7 है।
#### 7
उत्तर है: 7"
Find the answer to the problem using the given details.,3328 का सबसे बड़ा अभाज्य गुणनखंड ज्ञात कीजिए।,"3328 का अभाज्य गुणनखंड $2^6 \cdot 13$ है।
सबसे बड़ा अभाज्य गुणनखंड $\boxed{13}$ है।
उत्तर है: 13"
Solve the mathematical problem as per the given question.,"गाड़ी पर 35 किताबें हैं। इनमें से पाँच काल्पनिक किताबें हैं, काल्पनिक किताबों से 4 गुना ज़्यादा गैर-काल्पनिक किताबें हैं, काल्पनिक किताबों से 2 गुना ज़्यादा आत्मकथाएँ हैं और बाकी चित्र पुस्तकें हैं। कितनी किताबें चित्र पुस्तकें थीं?","पाँच काल्पनिक पुस्तकें हैं, इसलिए 5+4 = 9 गैर-काल्पनिक पुस्तकें हैं।
काल्पनिक पुस्तकों की तुलना में आत्मकथाएँ 2 गुना अधिक हैं, इसलिए 2*5 = 10 आत्मकथाएँ हैं।
अब तक, हमने 5+9+10 = 24 पुस्तकों का हिसाब लगाया है।
इसलिए, बाकी पुस्तकें, 35-24 = 11 पुस्तकें, चित्र पुस्तकें होनी चाहिए।
#### 11
उत्तर है: 11"
दिए गए सवाल के अनुसार समस्या को हल करें।,$x$ के सभी संभावित मानों का योग ज्ञात करें जब $3^{x^2+4x+4}=9^{x+2}$ हो।,"हम समीकरण को $3^{x^2+4x+4}=3^{2(x+2)}$ के रूप में फिर से लिख सकते हैं। चूंकि आधार समान हैं, इसलिए हम घातांक को एक दूसरे के बराबर सेट कर सकते हैं: $x^2+4x+4=2(x+2)$। विस्तार और सरलीकरण करने पर, हमें $x^2+4x+4=2x+4$ मिलता है। दोनों पक्षों से $2x+4$ घटाने पर, हमें $x^2+2x=0$ मिलता है। $x$ को फैक्टर करने पर, हमें $x(x+2)=0$ मिलता है। इसलिए, $x$ के संभावित मान $x=0$ या $x=-2$ हैं। इन मानों का योग $0+(-2)=\boxed{-2}$ है। उत्तर है: -2"
गणित के सवाल का हल ढूंढें।,"एक पिशाच को जीवित रहने के लिए प्रति सप्ताह 7 गैलन रक्त चूसने की आवश्यकता होती है। यदि वह प्रति व्यक्ति 2 पिंट रक्त चूसता है, तो जीवित रहने के लिए उसे प्रतिदिन कितने लोगों को चूसना होगा?","एक गैलन में 8 पिंट होते हैं, इसलिए 7 गैलन 7 x 8 = 56 पिंट के बराबर है।
यदि पिशाच प्रति व्यक्ति 2 पिंट खून चूसता है, तो उसे हर सप्ताह 56/2 = 28 लोगों का खून चूसना होगा।
चूँकि सप्ताह में 7 दिन होते हैं, इसलिए पिशाच को हर दिन 28/7 = 4 लोगों का खून चूसना होगा।
#### 4
उत्तर है: 4"
Diye gaye maths problem ko solve karein.,फेथ एक बेकिंग शॉप पर गई और 5 डॉलर का आटा और 28 डॉलर का केक स्टैंड खरीदा। फिर उसने कैशियर को 20 डॉलर के दो नोट और 3 डॉलर के सिक्के दिए। उसे कितने पैसे मिलेंगे?,"फेथ ने $5 में आटा और $28 में एक केक स्टैंड खरीदा, इसलिए कुल लागत $5 + $28 = $33 है।
उसने कैशियर को दो $20 के नोट दिए, इसलिए उसने कुल $20 + $20 = $40 का भुगतान किया।
उसने $3 खुले सिक्के भी दिए, इसलिए उसने कुल भुगतान की राशि $40 + $3 = $43 है।
उसे जो बदलाव मिलेगा वह उसके द्वारा भुगतान की गई कुल राशि में से कुल लागत को घटाकर प्राप्त होगा, इसलिए यह $43 - $33 = $10 है।
इसलिए, फेथ को बदले में $10 मिलेंगे।
#### 10
उत्तर है: 10"
"Jo maths question diya gaya hai, uska solution dein.","जब किसी संख्या को 3 से विभाजित किया जाता है, तो परिणाम 4 से विभाजित होने पर प्राप्त परिणाम से 50 अधिक होता है। वह संख्या क्या है?","मान लीजिए कि संख्या $x$ है।
हमें दिया गया है कि $\frac{x}{3} = \frac{x}{4} + 50$।
भिन्नों को साफ़ करने के लिए दोनों पक्षों को 12 से गुणा करने पर, हमें $4x = 3x + 600$ मिलता है।
दोनों पक्षों से $3x$ घटाने पर, हमें $x = \boxed{600}$ मिलता है।
उत्तर है: 600"
Given problem ko solve karke answer dein.,$(r^2 + 3r - 2) - (r^2 + 7r - 5)$ को सरल बनाएं।,"बहुपदों को घटाते समय, हम दूसरे बहुपद के प्रत्येक पद में ऋणात्मक चिह्न वितरित करते हैं।
तो, हमारे पास $(r^2 + 3r - 2) - (r^2 + 7r - 5) = r^2 + 3r - 2 - r^2 - 7r + 5$ है।
इसके बाद, हम समान पदों को जोड़ते हैं।
$r^2$ पद रद्द हो जाते हैं, जिससे हमें $3r - 7r$ मिलता है।
$-2$ और $5$ पद मिलकर हमें $-2 + 5$ देते हैं।
तो, सरलीकृत व्यंजक $-4r + 3$ है।
उत्तर है: -4r+3"
Problem ka sahi jawab dijiye.,"दिया गया है कि $9s + 5t = 108$ तथा $s$, $t$ से दो कम है, तो $t$ का मान क्या है?","चूँकि $s$, $t$ से दो कम है, इसलिए हम $s = t - 2$ लिख सकते हैं।
इसे पहले समीकरण में प्रतिस्थापित करने पर, हमें $9(t - 2) + 5t = 108$ मिलता है।
विस्तार करने पर, हमें $9t - 18 + 5t = 108$ मिलता है।
समान पदों को संयोजित करने पर, हमें $14t - 18 = 108$ मिलता है।
दोनों पक्षों में 18 जोड़ने पर, हमें $14t = 126$ मिलता है।
दोनों पक्षों को 14 से विभाजित करने पर, हमें $t = \boxed{9}$ मिलता है। उत्तर है: 9"
Solve the given problem.,"यदि यूजीन ने प्रत्येक कार्ड के लिए 75 टूथपिक्स का उपयोग किया और अपने मॉडल हाउस को बनाने के लिए 52 के डेक से 16 कार्डों को छोड़कर बाकी सभी का उपयोग किया, और टूथपिक्स के एक बॉक्स में 450 टूथपिक्स हैं, तो यूजीन ने अपने मॉडल हाउस को बनाने के लिए कितने टूथपिक्स के बॉक्स का उपयोग किया?","यूजीन ने 52 के डेक से 16 को छोड़कर बाकी सभी कार्ड इस्तेमाल किए, इसलिए उसने 52 - 16 = 36 कार्ड इस्तेमाल किए।
अगर उसने हर कार्ड के लिए 75 टूथपिक्स इस्तेमाल किए, तो उसने कुल 36 * 75 = 2700 टूथपिक्स इस्तेमाल किए।
अगर टूथपिक्स के एक बॉक्स में 450 टूथपिक्स हैं, तो यूजीन ने 2700 / 450 = 6 बॉक्स टूथपिक्स इस्तेमाल किए।
#### 6
जवाब है: 6"
