instruction,hi_err,hi_corr
Hindi sentence ke errors ko identify karke correct karo:,यहाँ प्राचीन अभिलेखों का भंडार है तथा यहाँ सन्‌ 1885 में स्थापित ज्विंगली की प्रतिमा हैं,यहाँ प्राचीन अभिलेखों का भंडार है तथा यहाँ सन्‌ 1885 में स्थापित ज्विंगली की प्रतिमा है
Grammar mistake ko correct karo jo sentence mein hai:,हैरी पॉटर और मौत के तोहफ़े कड़ी इस क्रम का आखरी उपन्यास हैं,हैरी पॉटर और मौत के तोहफ़े कड़ी इस क्रम का आखरी उपन्यास है
Hindi sentence ka grammar sahi karo:,उन्नीसवें वंश के शासकों में रेमेसिस द्वितीय सर्वाधिक प्रसिद्ध हैं,उन्नीसवें वंश के शासकों में रेमेसिस द्वितीय सर्वाधिक प्रसिद्ध है
"Jo bhi error hai Hindi sentence mein, usse fix karo:",यह प्रत्यक्ष लोकतंत्र का एकमात्र उदाहरण हैं,यह प्रत्यक्ष लोकतंत्र का एकमात्र उदाहरण है
Identify and correct the mistake in the provided Hindi sentence:,"आंध्र प्रदेश में , श्लोकों और भक्ति गीतों का पाठ इस त्योहार की विशेषता हैं","आंध्र प्रदेश में , श्लोकों और भक्ति गीतों का पाठ इस त्योहार की विशेषता है"
Fix the grammar error in the given Hindi sentence:,यह सॉफ्टवेयर और डेटाबेस के संरक्षण का मामला हैं,यह सॉफ्टवेयर और डेटाबेस के संरक्षण का मामला है
Make corrections to the grammar of the following Hindi sentence:,"यहाँ नदी के किनारे , सालो से बाह कर आये जलोढ़ मिट्टी , गांठदार चूना पत्थर और रेत की बजरी से पटे हुईं हैं","यहाँ नदी के किनारे , सालो से बाह कर आये जलोढ़ मिट्टी , गांठदार चूना पत्थर और रेत की बजरी से पटे हुए हैं"
Correct the given sentence:,"यहाँ नदी के किनारे , सालो से बाह कर आये जलोढ़ मिट्टी , गांठदार चूना पत्थर और रेत की बजरी से पटे हुए है","यहाँ नदी के किनारे , सालो से बाह कर आये जलोढ़ मिट्टी , गांठदार चूना पत्थर और रेत की बजरी से पटे हुए हैं"
Identify any grammatical issues in the sentence and fix them:,ऋग्वेद इन्द्र के जन्म पर भी प्रकाश डालता हैं,ऋग्वेद इन्द्र के जन्म पर भी प्रकाश डालता है
दिए गए वाक्य में व्याकरण संबंधी त्रुटि को सुधारें।,"रेणुका से उनकी पाँच पुत्र हुए जिनके नाम थे रुक्मवान , सुखेण , वसु , विश्‍वानस और परशुराम","रेणुका से उनके पाँच पुत्र हुए जिनके नाम थे रुक्मवान , सुखेण , वसु , विश्‍वानस और परशुराम"
हिंदी वाक्य में मौजूद गलती को ठीक करें।,"रेणुका से उनके पाँच पुत्र हुई जिनके नाम थे रुक्मवान , सुखेण , वसु , विश्‍वानस और परशुराम","रेणुका से उनके पाँच पुत्र हुए जिनके नाम थे रुक्मवान , सुखेण , वसु , विश्‍वानस और परशुराम"
निम्नलिखित वाक्य में व्याकरण की त्रुटि पहचानकर सुधारें।,"रेणुका से उनके पाँच पुत्र हुए जिनका नाम थे रुक्मवान , सुखेण , वसु , विश्‍वानस और परशुराम","रेणुका से उनके पाँच पुत्र हुए जिनके नाम थे रुक्मवान , सुखेण , वसु , विश्‍वानस और परशुराम"
दिए गए वाक्य को व्याकरण की दृष्टि से सही करें।,"रेणुका से उनके पाँच पुत्र हुए जिनके नाम था रुक्मवान , सुखेण , वसु , विश्‍वानस और परशुराम","रेणुका से उनके पाँच पुत्र हुए जिनके नाम थे रुक्मवान , सुखेण , वसु , विश्‍वानस और परशुराम"
हिंदी वाक्य में गलती खोजें और उसे ठीक करें।,"पुराणों के अनुसार , पुराणों के अनुसार इसके स्थापना युधिष्ठिर ने की थी तथा इसे वानर राज हनुमान का जन्म स्थान माना जाता है","पुराणों के अनुसार , पुराणों के अनुसार इसकी स्थापना युधिष्ठिर ने की थी तथा इसे वानर राज हनुमान का जन्म स्थान माना जाता है"
Diye gaye sentence mein grammar ki galti ko theek karo:,"पुराणों के अनुसार , पुराणों के अनुसार इसकी स्थापना युधिष्ठिर ने की था तथा इसे वानर राज हनुमान का जन्म स्थान माना जाता है","पुराणों के अनुसार , पुराणों के अनुसार इसकी स्थापना युधिष्ठिर ने की थी तथा इसे वानर राज हनुमान का जन्म स्थान माना जाता है"
Hindi sentence ke errors ko identify karke correct karo:,"पुराणों के अनुसार , पुराणों के अनुसार इसकी स्थापना युधिष्ठिर ने की थी तथा इसे वानर राज हनुमान का जन्म स्थान माना जाता हैं","पुराणों के अनुसार , पुराणों के अनुसार इसकी स्थापना युधिष्ठिर ने की थी तथा इसे वानर राज हनुमान का जन्म स्थान माना जाता है"
Grammar mistake ko correct karo jo sentence mein hai:,कश्मीरी ब्राह्मणों के लिए यह सबसे महत्वपूर्ण त्योहार हैं,कश्मीरी ब्राह्मणों के लिए यह सबसे महत्वपूर्ण त्योहार है
Hindi sentence ka grammar sahi karo:,पर्वतीय भूमि तथा सीमित औद्योगिक विकास के कारण जनसंख्या का घनत्व अन्य यूरोपिय देशों की अपेक्षा बहुत कम हैं,पर्वतीय भूमि तथा सीमित औद्योगिक विकास के कारण जनसंख्या का घनत्व अन्य यूरोपिय देशों की अपेक्षा बहुत कम है
"Jo bhi error hai Hindi sentence mein, usse fix karo:",प्रीति भोज तथा गाने बजाने के कार्यक्रमों का आयोजन करते है,प्रीति भोज तथा गाने बजाने के कार्यक्रमों का आयोजन करते हैं
Identify and correct the mistake in the provided Hindi sentence:,"इस प्रकार मिस्र एक अंतरमहाद्वीपीय देश हैं , तथा अफ्रीका , भूमध्य क्षेत्र , मध्य पूर्व और इस्लामी दुनिया की यह एक प्रमुख शक्ति है","इस प्रकार मिस्र एक अंतरमहाद्वीपीय देश है , तथा अफ्रीका , भूमध्य क्षेत्र , मध्य पूर्व और इस्लामी दुनिया की यह एक प्रमुख शक्ति है"
Fix the grammar error in the given Hindi sentence:,"इस प्रकार मिस्र एक अंतरमहाद्वीपीय देश है , तथा अफ्रीका , भूमध्य क्षेत्र , मध्य पूर्व और इस्लामी दुनिया की यह एक प्रमुख शक्ति हैं","इस प्रकार मिस्र एक अंतरमहाद्वीपीय देश है , तथा अफ्रीका , भूमध्य क्षेत्र , मध्य पूर्व और इस्लामी दुनिया की यह एक प्रमुख शक्ति है"
Make corrections to the grammar of the following Hindi sentence:,भेद के बिना वस्तु की स्थिति असंभव हैं,भेद के बिना वस्तु की स्थिति असंभव है
Correct the given sentence:,"क्षिप्रा के घाटों पर जहाँ प्राकृतिक सौन्दर्य की छटा बिखरी पड़ी हैं , असंख्य लोग आए और गए","क्षिप्रा के घाटों पर जहाँ प्राकृतिक सौन्दर्य की छटा बिखरी पड़ी है , असंख्य लोग आए और गए"
Identify any grammatical issues in the sentence and fix them:,यहाँ एक झील हैं जो की काफी पुरानी है,यहाँ एक झील है जो की काफी पुरानी है
दिए गए वाक्य में व्याकरण संबंधी त्रुटि को सुधारें।,यहाँ एक झील है जो की काफी पुराने है,यहाँ एक झील है जो की काफी पुरानी है
हिंदी वाक्य में मौजूद गलती को ठीक करें।,यहाँ एक झील है जो की काफी पुरानी हैं,यहाँ एक झील है जो की काफी पुरानी है
निम्नलिखित वाक्य में व्याकरण की त्रुटि पहचानकर सुधारें।,यह प्राचीन और विशाल महल सुराड़ा मोहल्ले में स्थित हैं,यह प्राचीन और विशाल महल सुराड़ा मोहल्ले में स्थित है
दिए गए वाक्य को व्याकरण की दृष्टि से सही करें।,जकार्ता जनसँख्या के मामले में इंडोनेशिया एवं दक्षिण पूर्वी एशिया में प्रथम एवं विश्व में दसवें स्थान पर हैं,जकार्ता जनसँख्या के मामले में इंडोनेशिया एवं दक्षिण पूर्वी एशिया में प्रथम एवं विश्व में दसवें स्थान पर है
हिंदी वाक्य में गलती खोजें और उसे ठीक करें।,"इनके सिर छोटा , जबड़ा भारी और टाँगें छोटी होती हैं","इनका सिर छोटा , जबड़ा भारी और टाँगें छोटी होती हैं"
Diye gaye sentence mein grammar ki galti ko theek karo:,"इनका सिर छोटी , जबड़ा भारी और टाँगें छोटी होती हैं","इनका सिर छोटा , जबड़ा भारी और टाँगें छोटी होती हैं"
Hindi sentence ke errors ko identify karke correct karo:,"इनका सिर छोटा , जबड़ा भारी और टाँगें छोटे होती हैं","इनका सिर छोटा , जबड़ा भारी और टाँगें छोटी होती हैं"
Grammar mistake ko correct karo jo sentence mein hai:,"इनका सिर छोटा , जबड़ा भारी और टाँगें छोटी होती है","इनका सिर छोटा , जबड़ा भारी और टाँगें छोटी होती हैं"
Hindi sentence ka grammar sahi karo:,वो इस समूह के लिए संगीत बनाते है तथा गीत भी लिखते हैं,वो इस समूह के लिए संगीत बनाते हैं तथा गीत भी लिखते हैं
"Jo bhi error hai Hindi sentence mein, usse fix karo:",वो इस समूह के लिए संगीत बनाते हैं तथा गीत भी लिखते है,वो इस समूह के लिए संगीत बनाते हैं तथा गीत भी लिखते हैं
Identify and correct the mistake in the provided Hindi sentence:,जहाँ उस का सामना वॉल्डेमॉर्ट से होता हैं,जहाँ उस का सामना वॉल्डेमॉर्ट से होता है
Fix the grammar error in the given Hindi sentence:,"यह गाँव एक अलग नगरपालिका का राजधानी हैं , लुबलिन प्रान्त के अन्दर में और वहाँ 2782 लोग रहते हैं ( 2006 में )","यह गाँव एक अलग नगरपालिका का राजधानी है , लुबलिन प्रान्त के अन्दर में और वहाँ 2782 लोग रहते हैं ( 2006 में )"
Make corrections to the grammar of the following Hindi sentence:,"यह गाँव एक अलग नगरपालिका का राजधानी है , लुबलिन प्रान्त के अन्दर में और वहाँ 2782 लोग रहते है ( 2006 में )","यह गाँव एक अलग नगरपालिका का राजधानी है , लुबलिन प्रान्त के अन्दर में और वहाँ 2782 लोग रहते हैं ( 2006 में )"
Correct the given sentence:,सैयद मुजतबा अली ( १९०४ १९७३ ) बांग्ला साहित्य के अन्यतम साहित्यकार रहे है,सैयद मुजतबा अली ( १९०४ १९७३ ) बांग्ला साहित्य के अन्यतम साहित्यकार रहे हैं
Identify any grammatical issues in the sentence and fix them:,शुरू में यह भाग सी के अन्तर्गत आने वाला राज्‍य थी और १९५६ में राज्‍यों के पुनर्गठन के बाद यह केन्द्र शासित प्रदेश बना,शुरू में यह भाग सी के अन्तर्गत आने वाला राज्‍य था और १९५६ में राज्‍यों के पुनर्गठन के बाद यह केन्द्र शासित प्रदेश बना
दिए गए वाक्य में व्याकरण संबंधी त्रुटि को सुधारें।,आरण्यकों का वेदानुसार परिचय इस प्रकार हैं,आरण्यकों का वेदानुसार परिचय इस प्रकार है
हिंदी वाक्य में मौजूद गलती को ठीक करें।,"इस विषय में जादूई काढे , दवाईयां आदि बनाना सिखाया जाता हैं","इस विषय में जादूई काढे , दवाईयां आदि बनाना सिखाया जाता है"
निम्नलिखित वाक्य में व्याकरण की त्रुटि पहचानकर सुधारें।,"स्वयं लक्ष्मी जी बैकुण्ठ से भगवान श्रीहरि के साथ , ब्रह्मा जी एवं सपरिवार भगवान शंकर जी के के साथ वहाँ आई हुए हैं","स्वयं लक्ष्मी जी बैकुण्ठ से भगवान श्रीहरि के साथ , ब्रह्मा जी एवं सपरिवार भगवान शंकर जी के के साथ वहाँ आई हुई हैं"
दिए गए वाक्य को व्याकरण की दृष्टि से सही करें।,"स्वयं लक्ष्मी जी बैकुण्ठ से भगवान श्रीहरि के साथ , ब्रह्मा जी एवं सपरिवार भगवान शंकर जी के के साथ वहाँ आई हुई है","स्वयं लक्ष्मी जी बैकुण्ठ से भगवान श्रीहरि के साथ , ब्रह्मा जी एवं सपरिवार भगवान शंकर जी के के साथ वहाँ आई हुई हैं"
हिंदी वाक्य में गलती खोजें और उसे ठीक करें।,") सिवाय इसका , श्रीमती पट्टम्माल पहली स्त्री हैं जिन्होंने मंच पर रागम तानम पल्लवि गाया",") सिवाय इसके , श्रीमती पट्टम्माल पहली स्त्री हैं जिन्होंने मंच पर रागम तानम पल्लवि गाया"
Diye gaye sentence mein grammar ki galti ko theek karo:,") सिवाय इसके , श्रीमती पट्टम्माल पहले स्त्री हैं जिन्होंने मंच पर रागम तानम पल्लवि गाया",") सिवाय इसके , श्रीमती पट्टम्माल पहली स्त्री हैं जिन्होंने मंच पर रागम तानम पल्लवि गाया"
Hindi sentence ke errors ko identify karke correct karo:,") सिवाय इसके , श्रीमती पट्टम्माल पहली स्त्री है जिन्होंने मंच पर रागम तानम पल्लवि गाया",") सिवाय इसके , श्रीमती पट्टम्माल पहली स्त्री हैं जिन्होंने मंच पर रागम तानम पल्लवि गाया"
Grammar mistake ko correct karo jo sentence mein hai:,कुछ रक्त मिश्रण के कारण भी पहले जैसे एकरूपता अब डचों में नहीं रह गीं है,कुछ रक्त मिश्रण के कारण भी पहले जैसे एकरूपता अब डचों में नहीं रह गई है
Hindi sentence ka grammar sahi karo:,कुछ रक्त मिश्रण के कारण भी पहले जैसे एकरूपता अब डचों में नहीं रह गई हैं,कुछ रक्त मिश्रण के कारण भी पहले जैसे एकरूपता अब डचों में नहीं रह गई है
"Jo bhi error hai Hindi sentence mein, usse fix karo:",यदि आप जादूगर फ़िल्म के बारे में जानना चाहते है तो जादूगर ( 1989 फ़िल्म ) पर जाएँ,यदि आप जादूगर फ़िल्म के बारे में जानना चाहते हैं तो जादूगर ( 1989 फ़िल्म ) पर जाएँ
Identify and correct the mistake in the provided Hindi sentence:,"राजधानी बगदाद के अलावा करबला , बसरा , किर्कुक तथा नजफ़ अन्य प्रमुख शहर है","राजधानी बगदाद के अलावा करबला , बसरा , किर्कुक तथा नजफ़ अन्य प्रमुख शहर हैं"
Fix the grammar error in the given Hindi sentence:,टे्रड यूनियन बनाना अपराध घोषित किया गा,टे्रड यूनियन बनाना अपराध घोषित किया गया
Make corrections to the grammar of the following Hindi sentence:,"इसकी अलावा , आने वाले मौसम में पानी में टहनियाँ की एक जोड़ी देखते हुए वर्षा की भविष्यवाणी की जाती है","इसके अलावा , आने वाले मौसम में पानी में टहनियाँ की एक जोड़ी देखते हुए वर्षा की भविष्यवाणी की जाती है"
Correct the given sentence:,"इसके अलावा , आने वाले मौसम में पानी में टहनियाँ की एक जोड़ी देखते हुईं वर्षा की भविष्यवाणी की जाती है","इसके अलावा , आने वाले मौसम में पानी में टहनियाँ की एक जोड़ी देखते हुए वर्षा की भविष्यवाणी की जाती है"
Identify any grammatical issues in the sentence and fix them:,"इसके अलावा , आने वाले मौसम में पानी में टहनियाँ की एक जोड़ी देखते हुए वर्षा की भविष्यवाणी की जाती हैं","इसके अलावा , आने वाले मौसम में पानी में टहनियाँ की एक जोड़ी देखते हुए वर्षा की भविष्यवाणी की जाती है"
दिए गए वाक्य में व्याकरण संबंधी त्रुटि को सुधारें।,यह जमशेदपुर के प्रमुख पिकनिक स्थल के रूप में भी खासा प्रसिद्ध हैं,यह जमशेदपुर के प्रमुख पिकनिक स्थल के रूप में भी खासा प्रसिद्ध है
हिंदी वाक्य में मौजूद गलती को ठीक करें।,जिसमें चार अध्याय है और प्रत्येक अध्याय में कई अनुवाक,जिसमें चार अध्याय हैं और प्रत्येक अध्याय में कई अनुवाक
निम्नलिखित वाक्य में व्याकरण की त्रुटि पहचानकर सुधारें।,मिनिकॉय की औसत साक्षरता दर ८२ रहा जो भारत के राष्ट्रीय औसत ५९ ५ से अधिक हैं,मिनिकॉय की औसत साक्षरता दर ८२ रहा जो भारत के राष्ट्रीय औसत ५९ ५ से अधिक है
दिए गए वाक्य को व्याकरण की दृष्टि से सही करें।,अन्य प्रमुख सांस्कृतिक संस्थान में रूडोल्फिनम है जोकि चेक फिलहारमोनिक ऑर्केस्ट्रा और म्यूनिसिपल हाउस का घर है जोकि प्राग सिम्फनी ऑर्केस्ट्रा के लिये प्रसिद्ध है,अन्य प्रमुख सांस्कृतिक संस्थान में रूडोल्फिनम हैं जोकि चेक फिलहारमोनिक ऑर्केस्ट्रा और म्यूनिसिपल हाउस का घर है जोकि प्राग सिम्फनी ऑर्केस्ट्रा के लिये प्रसिद्ध है
हिंदी वाक्य में गलती खोजें और उसे ठीक करें।,अन्य प्रमुख सांस्कृतिक संस्थान में रूडोल्फिनम हैं जोकि चेक फिलहारमोनिक ऑर्केस्ट्रा और म्यूनिसिपल हाउस का घर हैं जोकि प्राग सिम्फनी ऑर्केस्ट्रा के लिये प्रसिद्ध है,अन्य प्रमुख सांस्कृतिक संस्थान में रूडोल्फिनम हैं जोकि चेक फिलहारमोनिक ऑर्केस्ट्रा और म्यूनिसिपल हाउस का घर है जोकि प्राग सिम्फनी ऑर्केस्ट्रा के लिये प्रसिद्ध है
Diye gaye sentence mein grammar ki galti ko theek karo:,अन्य प्रमुख सांस्कृतिक संस्थान में रूडोल्फिनम हैं जोकि चेक फिलहारमोनिक ऑर्केस्ट्रा और म्यूनिसिपल हाउस का घर है जोकि प्राग सिम्फनी ऑर्केस्ट्रा के लिये प्रसिद्ध हैं,अन्य प्रमुख सांस्कृतिक संस्थान में रूडोल्फिनम हैं जोकि चेक फिलहारमोनिक ऑर्केस्ट्रा और म्यूनिसिपल हाउस का घर है जोकि प्राग सिम्फनी ऑर्केस्ट्रा के लिये प्रसिद्ध है
Hindi sentence ke errors ko identify karke correct karo:,भारत में अंदाजे दोन लाख बीस हजार हेक्‍टर क्षेत्रफल पर केले लगाए जाते है,भारत में अंदाजे दोन लाख बीस हजार हेक्‍टर क्षेत्रफल पर केले लगाए जाते हैं
Grammar mistake ko correct karo jo sentence mein hai:,ज़िम्बाब्वे की शुरुआत ब्रिटिश किरीट उपनिवेश के एक भाग रोडेशिया के रूप में हुईं,ज़िम्बाब्वे की शुरुआत ब्रिटिश किरीट उपनिवेश के एक भाग रोडेशिया के रूप में हुई
Hindi sentence ka grammar sahi karo:,खानेवाली समुद्री नमक यहाँ का प्रमुख खनिज है,खानेवाला समुद्री नमक यहाँ का प्रमुख खनिज है
"Jo bhi error hai Hindi sentence mein, usse fix karo:",खानेवाला समुद्री नमक यहाँ का प्रमुख खनिज हैं,खानेवाला समुद्री नमक यहाँ का प्रमुख खनिज है
Identify and correct the mistake in the provided Hindi sentence:,यह अपनी आप में एक अनोखा म्‍यूजियम है,यह अपने आप में एक अनोखा म्‍यूजियम है
Fix the grammar error in the given Hindi sentence:,यह अपने आप में एक अनोखा म्‍यूजियम हैं,यह अपने आप में एक अनोखा म्‍यूजियम है
Make corrections to the grammar of the following Hindi sentence:,यह कंप्यूटर साहित्य केवल भारत में ही नहीं अपितु विश्व के हर कोने से लिखा जा रहा हैं,यह कंप्यूटर साहित्य केवल भारत में ही नहीं अपितु विश्व के हर कोने से लिखा जा रहा है
Correct the given sentence:,"गोल्लुम ( , जन्म स्मीगोल ) नाम के एक हॉबिट के हाथों एक बार वो एक अंगूठी लग जाती हैं","गोल्लुम ( , जन्म स्मीगोल ) नाम के एक हॉबिट के हाथों एक बार वो एक अंगूठी लग जाती है"
Identify any grammatical issues in the sentence and fix them:,19वीं सदी के मध्य से क्रांतियों का युग पुन प्रारंभ हुए और कोई भी देश उनसे अछूता न बचा,19वीं सदी के मध्य से क्रांतियों का युग पुन प्रारंभ हुआ और कोई भी देश उनसे अछूता न बचा
दिए गए वाक्य में व्याकरण संबंधी त्रुटि को सुधारें।,तीसरी दिन को मंगल दिया गया है,तीसरे दिन को मंगल दिया गया है
हिंदी वाक्य में मौजूद गलती को ठीक करें।,तीसरे दिन को मंगल दिया गा है,तीसरे दिन को मंगल दिया गया है
निम्नलिखित वाक्य में व्याकरण की त्रुटि पहचानकर सुधारें।,तीसरे दिन को मंगल दिया गया हैं,तीसरे दिन को मंगल दिया गया है
दिए गए वाक्य को व्याकरण की दृष्टि से सही करें।,"कुवैत में अनेक द्वीप भी शामिल है , जिसमें इराक की सीमा से लगा बुमियान सबसे बड़ा है","कुवैत में अनेक द्वीप भी शामिल हैं , जिसमें इराक की सीमा से लगा बुमियान सबसे बड़ा है"
हिंदी वाक्य में गलती खोजें और उसे ठीक करें।,"कुवैत में अनेक द्वीप भी शामिल हैं , जिसमें इराक की सीमा से लगा बुमियान सबसे बड़ा हैं","कुवैत में अनेक द्वीप भी शामिल हैं , जिसमें इराक की सीमा से लगा बुमियान सबसे बड़ा है"
Diye gaye sentence mein grammar ki galti ko theek karo:,उनमें अंधकवृष्णियों का संघ या गणराज्य बहुत प्रसिद्ध थी,उनमें अंधकवृष्णियों का संघ या गणराज्य बहुत प्रसिद्ध था
Hindi sentence ke errors ko identify karke correct karo:,"इसमें मुख्यतः तमिल , तेलुगु , कन्नड़ , मलयालम और तुलू भाषाएँ आती है","इसमें मुख्यतः तमिल , तेलुगु , कन्नड़ , मलयालम और तुलू भाषाएँ आती हैं"
Grammar mistake ko correct karo jo sentence mein hai:,डॉ राधाकृष्णन समूची विश्व को एक विद्यालय मानते थे,डॉ राधाकृष्णन समूचे विश्व को एक विद्यालय मानते थे
Hindi sentence ka grammar sahi karo:,डॉ राधाकृष्णन समूचे विश्व को एक विद्यालय मानते थी,डॉ राधाकृष्णन समूचे विश्व को एक विद्यालय मानते थे
"Jo bhi error hai Hindi sentence mein, usse fix karo:","एशिया और अफ्रीका के बीच लाल सागर , और स्वेज़ नहर हैं","एशिया और अफ्रीका के बीच लाल सागर , और स्वेज़ नहर है"
Identify and correct the mistake in the provided Hindi sentence:,"कर्म और ज्ञान , इन के द्वारा ही भगवान् प्राप्त हो सकते है","कर्म और ज्ञान , इन के द्वारा ही भगवान् प्राप्त हो सकते हैं"
Fix the grammar error in the given Hindi sentence:,( च ) अदृष्टात् अदृष्ट जीवों के शुभाशुभ कर्मसंस्कारों का आगार हैं,( च ) अदृष्टात् अदृष्ट जीवों के शुभाशुभ कर्मसंस्कारों का आगार है
Make corrections to the grammar of the following Hindi sentence:,यह झरने और पर्यटक स्थल मिलकर राँची को पर्यटन का स्वर्ग बनाते है और पर्यटक शानदार छुट्टियां बिताने के लिए हर वर्ष यहां आते हैं,यह झरने और पर्यटक स्थल मिलकर राँची को पर्यटन का स्वर्ग बनाते हैं और पर्यटक शानदार छुट्टियां बिताने के लिए हर वर्ष यहां आते हैं
Correct the given sentence:,यह झरने और पर्यटक स्थल मिलकर राँची को पर्यटन का स्वर्ग बनाते हैं और पर्यटक शानदार छुट्टियां बिताने के लिए हर वर्ष यहां आते है,यह झरने और पर्यटक स्थल मिलकर राँची को पर्यटन का स्वर्ग बनाते हैं और पर्यटक शानदार छुट्टियां बिताने के लिए हर वर्ष यहां आते हैं
Identify any grammatical issues in the sentence and fix them:,वैश्विक स्तर पर मान्यता प्राप्त इन्फार्मेशन सिक्युरिटी मैनेजमेंट सिस्टम का दर्जा 7799 2 2002 सर्टिफिकेट वाला हैं,वैश्विक स्तर पर मान्यता प्राप्त इन्फार्मेशन सिक्युरिटी मैनेजमेंट सिस्टम का दर्जा 7799 2 2002 सर्टिफिकेट वाला है
दिए गए वाक्य में व्याकरण संबंधी त्रुटि को सुधारें।,चुकंदर की खेती पर आश्रित चीनी की कई मिलें भी यहाँ स्थापित हो गा हैं,चुकंदर की खेती पर आश्रित चीनी की कई मिलें भी यहाँ स्थापित हो गई हैं
हिंदी वाक्य में मौजूद गलती को ठीक करें।,चुकंदर की खेती पर आश्रित चीनी की कई मिलें भी यहाँ स्थापित हो गई है,चुकंदर की खेती पर आश्रित चीनी की कई मिलें भी यहाँ स्थापित हो गई हैं
निम्नलिखित वाक्य में व्याकरण की त्रुटि पहचानकर सुधारें।,' ताजिक ' शब्द का प्रयोग ईरानियों को तुर्कों से विभक्त करने के लिए प्रयोग होता आ रहा हैं,' ताजिक ' शब्द का प्रयोग ईरानियों को तुर्कों से विभक्त करने के लिए प्रयोग होता आ रहा है
दिए गए वाक्य को व्याकरण की दृष्टि से सही करें।,इस प्रकार के बने मैदान को बाढ़ का मैदान कहते है,इस प्रकार के बने मैदान को बाढ़ का मैदान कहते हैं
हिंदी वाक्य में गलती खोजें और उसे ठीक करें।,फ़्रोडो बिल्बो बैगिन्स का भतीजा थीं,फ़्रोडो बिल्बो बैगिन्स का भतीजा था
Diye gaye sentence mein grammar ki galti ko theek karo:,"इन खानों में से दो तो सतह से लगभग 10 , 000 फुट की गहराई तक पहुँच चुकी है","इन खानों में से दो तो सतह से लगभग 10 , 000 फुट की गहराई तक पहुँच चुकी हैं"
Hindi sentence ke errors ko identify karke correct karo:,"सिपाहीजाला , गोमती , रोवा और तृष्णा राज्य के वन्यजीव अभयारण्य है","सिपाहीजाला , गोमती , रोवा और तृष्णा राज्य के वन्यजीव अभयारण्य हैं"
Grammar mistake ko correct karo jo sentence mein hai:,संभवतः इसकी अर्थ है चंद्र देवी के विचारों पर अमल करना,संभवतः इसका अर्थ है चंद्र देवी के विचारों पर अमल करना
Hindi sentence ka grammar sahi karo:,संभवतः इसका अर्थ हैं चंद्र देवी के विचारों पर अमल करना,संभवतः इसका अर्थ है चंद्र देवी के विचारों पर अमल करना
"Jo bhi error hai Hindi sentence mein, usse fix karo:",2000 में बहाली के मंसूबों की मदद के का सब से अहम ज़रीया बेन एलअक़वामी इमदाद ही थीं,2000 में बहाली के मंसूबों की मदद के का सब से अहम ज़रीया बेन एलअक़वामी इमदाद ही थी
Identify and correct the mistake in the provided Hindi sentence:,"संगमरमर चट्टानों से निकलते हुई नदी अपनी पहली जलोढ़ मिट्टी के उपजाऊ मैदान में प्रवेश करती है , जिसे "" नर्मदाघाटी "" कहते हैं","संगमरमर चट्टानों से निकलते हुए नदी अपनी पहली जलोढ़ मिट्टी के उपजाऊ मैदान में प्रवेश करती है , जिसे "" नर्मदाघाटी "" कहते हैं"
Fix the grammar error in the given Hindi sentence:,"संगमरमर चट्टानों से निकलते हुए नदी अपने पहली जलोढ़ मिट्टी के उपजाऊ मैदान में प्रवेश करती है , जिसे "" नर्मदाघाटी "" कहते हैं","संगमरमर चट्टानों से निकलते हुए नदी अपनी पहली जलोढ़ मिट्टी के उपजाऊ मैदान में प्रवेश करती है , जिसे "" नर्मदाघाटी "" कहते हैं"
